Transaction_ID,Date,Region,Product,Quantity,Unit_Price,Total_Amount,Currency,Customer_ID
2433,2023-03-03,East,Tablet,8,1168,9344,AUD,C0309
2434,2023-06-28,North,Smartwatch,3,321,963,INR,C0592
2435,2023-01-06,Central,Phone,7,635,4445,AUD,C0314
2436,2023-02-26,North,Monitor,9,613,5517,USD,C0306
2437,2023-08-27,West,Monitor,2,1057,2114,INR,C0238
2438,2023-12-09,West,Headphones,10,829,8290,EUR,C0810
2439,2023-06-05,North,Headphones,10,1233,12330,AUD,C0970
2440,2023-01-27,North,Headphones,5,1372,6860,EUR,C0241
2441,2023-03-02,West,Monitor,7,999,6993,AUD,C0926
2442,2023-01-06,South,Phone,9,1603,14427,AUD,C0850
2443,2024-01-01,West,Laptop,9,1395,12555,USD,C0866
2444,2023-02-26,South,Smartwatch,5,495,2475,AUD,C0971
2445,2023-02-11,West,Phone,6,207,1242,EUR,C0512
2446,2023-08-20,South,Monitor,6,1270,7620,EUR,C0819
2447,2023-12-29,West,Headphones,2,1677,3354,EUR,C0112
2448,2023-03-29,Central,Headphones,9,1228,11052,AUD,C0887
2449,2023-08-01,Central,Phone,8,352,2816,USD,C0072
2450,2023-03-28,North,Phone,5,1085,5425,JPY,C0590
2451,2023-09-23,North,Phone,9,1736,15624,INR,C0551
2452,2023-05-20,West,Phone,1,651,651,EUR,C0893
2453,2023-12-20,East,Laptop,2,1940,3880,JPY,C0293
2454,2023-10-15,East,Laptop,2,496,992,USD,C0895
2455,2023-06-07,West,Headphones,10,1996,19960,GBP,C0574
2456,2023-11-19,Central,Headphones,4,1326,5304,EUR,C0027
2457,2023-12-23,South,Headphones,8,1122,8976,USD,C0036
2458,2023-08-15,Central,Laptop,6,336,2016,USD,C0464
2459,2023-10-14,Central,Laptop,10,440,4400,EUR,C0722
2460,2023-01-08,North,Headphones,3,1035,3105,AUD,C0941
2461,2023-06-14,West,Laptop,1,577,577,JPY,C0531
2462,2023-04-19,South,Tablet,1,772,772,GBP,C0135
2463,2023-02-03,Central,Tablet,3,1077,3231,EUR,C0500
2464,2023-08-08,North,Monitor,6,1811,10866,GBP,C0335
2465,2023-01-11,West,Tablet,9,921,8289,JPY,C0778
2466,2023-01-01,West,Monitor,3,718,2154,AUD,C0317
2467,2023-05-29,East,Laptop,4,181,724,GBP,C0740
2468,2023-05-06,West,Tablet,2,768,1536,EUR,C0687
2469,2023-11-06,South,Laptop,9,656,5904,USD,C0792
2470,2023-11-26,East,Smartwatch,8,219,1752,INR,C0089
2471,2023-05-01,West,Phone,5,1602,8010,USD,C0249
2472,2023-04-24,Central,Tablet,2,1367,2734,USD,C0161
2473,2023-12-23,Central,Tablet,1,416,416,JPY,C0982
2474,2023-04-24,West,Phone,7,172,1204,GBP,C0377
2475,2023-11-27,Central,Monitor,10,220,2200,GBP,C0775
2476,2023-11-20,North,Smartwatch,4,605,2420,GBP,C0546
2477,2023-10-16,Central,Laptop,5,479,2395,INR,C0996
2478,2023-06-17,South,Phone,10,350,3500,JPY,C0149
2479,2023-12-31,West,Phone,6,1079,6474,INR,C0299
2480,2023-08-11,East,Laptop,2,1728,3456,JPY,C0512
2481,2023-06-05,East,Phone,6,1013,6078,JPY,C0021
2482,2023-12-05,Central,Monitor,8,395,3160,INR,C0833
2483,2023-09-04,East,Monitor,9,425,3825,GBP,C0090
2484,2023-08-14,West,Monitor,9,1938,17442,AUD,C0957
2485,2023-07-27,North,Tablet,8,758,6064,GBP,C0195
2486,2023-06-11,North,Phone,6,946,5676,AUD,C0980
2487,2023-07-09,West,Headphones,4,610,2440,USD,C0091
2488,2023-02-07,East,Phone,9,1514,13626,EUR,C0789
2489,2023-08-01,West,Phone,7,679,4753,AUD,C0900
2490,2023-05-12,North,Phone,5,209,1045,USD,C0931
2491,2023-12-31,South,Tablet,4,852,3408,EUR,C0963
2492,2023-12-01,North,Headphones,2,1702,3404,USD,C0790
2493,2023-08-16,West,Headphones,2,1887,3774,GBP,C0027
2494,2023-03-09,Central,Monitor,3,706,2118,GBP,C0075
2495,2023-02-01,East,Smartwatch,4,1953,7812,GBP,C0295
2496,2023-02-07,North,Laptop,7,1540,10780,USD,C0068
2497,2023-12-10,Central,Smartwatch,5,328,1640,JPY,C0323
2498,2023-11-28,East,Headphones,7,1332,9324,USD,C0202
2499,2023-09-09,Central,Phone,2,1349,2698,JPY,C0399
2500,2023-07-09,Central,Phone,10,679,6790,EUR,C0252
2501,2023-10-30,South,Phone,9,1650,14850,EUR,C0980
2502,2023-06-22,Central,Laptop,5,717,3585,AUD,C0460
2503,2023-06-22,East,Monitor,2,1165,2330,JPY,C0595
2504,2023-12-13,West,Monitor,3,975,2925,USD,C0578
2505,2023-10-28,North,Tablet,1,1457,1457,INR,C0959
2506,2023-09-15,South,Smartwatch,8,288,2304,INR,C0682
2507,2023-03-04,Central,Headphones,6,200,1200,EUR,C0613
2508,2023-08-17,North,Headphones,5,1579,7895,AUD,C0742
2509,2023-09-14,West,Tablet,8,961,7688,USD,C0622
2510,2023-11-22,West,Smartwatch,8,1887,15096,JPY,C0224
2511,2023-05-06,Central,Tablet,8,106,848,INR,C0502
2512,2023-04-26,South,Monitor,6,1767,10602,USD,C0189
2513,2023-05-24,East,Headphones,4,603,2412,GBP,C0797
2514,2023-02-03,North,Laptop,9,1531,13779,JPY,C0103
2515,2023-06-04,East,Phone,5,214,1070,JPY,C0970
2516,2023-04-05,East,Headphones,9,1864,16776,AUD,C0350
2517,2023-09-30,South,Headphones,5,1105,5525,USD,C0379
2518,2023-07-15,West,Phone,8,1502,12016,INR,C0067
2519,2023-06-15,North,Headphones,5,471,2355,INR,C0869
2520,2023-10-14,East,Tablet,7,1003,7021,USD,C0581
2521,2023-05-23,Central,Smartwatch,1,1089,1089,JPY,C0360
2522,2023-11-12,East,Phone,8,448,3584,EUR,C0932
2523,2023-03-10,West,Monitor,5,1899,9495,USD,C0397
2524,2023-05-07,North,Laptop,7,1720,12040,INR,C0267
2525,2023-04-21,South,Laptop,10,1726,17260,USD,C0314
2526,2023-10-06,North,Tablet,4,1279,5116,GBP,C0910
2527,2023-05-08,South,Phone,8,1157,9256,GBP,C0139
2528,2023-02-11,South,Monitor,5,1539,7695,USD,C0680
2529,2023-07-23,South,Phone,1,1519,1519,INR,C0918
2530,2023-10-05,North,Monitor,4,698,2792,EUR,C0184
2531,2023-10-28,North,Phone,10,1317,13170,JPY,C0409
2532,2023-12-20,West,Tablet,10,1898,18980,EUR,C0032
2533,2023-06-04,North,Smartwatch,2,1787,3574,JPY,C0084
2534,2023-06-02,West,Monitor,7,1571,10997,AUD,C0343
2535,2023-10-30,West,Tablet,6,897,5382,GBP,C0621
2536,2023-05-28,Central,Monitor,5,537,2685,EUR,C0135
2537,2023-11-21,Central,Monitor,1,507,507,USD,C0646
2538,2023-07-26,North,Laptop,3,1183,3549,USD,C0833
2539,2023-07-23,North,Tablet,10,1337,13370,AUD,C0587
2540,2023-06-12,East,Tablet,8,493,3944,EUR,C0586
2541,2023-05-16,East,Smartwatch,1,492,492,AUD,C0047
2542,2023-04-12,North,Smartwatch,6,1082,6492,USD,C0789
2543,2023-09-13,Central,Monitor,9,2000,18000,AUD,C0064
2544,2023-06-10,North,Headphones,8,893,7144,AUD,C0034
2545,2023-11-17,East,Laptop,9,478,4302,AUD,C0842
2546,2023-06-13,West,Phone,6,1283,7698,JPY,C0194
2547,2023-07-07,Central,Tablet,10,1558,15580,EUR,C0513
2548,2023-05-26,West,Laptop,5,1444,7220,INR,C0314
2549,2023-03-10,East,Headphones,5,1028,5140,INR,C0654
2550,2023-06-18,East,Phone,5,1326,6630,USD,C0081
2551,2023-07-23,West,Tablet,8,1961,15688,JPY,C0838
2552,2023-07-01,North,Headphones,5,1762,8810,INR,C0065
2553,2023-08-08,West,Phone,9,1217,10953,EUR,C0219
2554,2023-12-18,East,Smartwatch,4,230,920,EUR,C0966
2555,2023-02-18,Central,Smartwatch,4,614,2456,EUR,C0810
2556,2023-02-10,West,Monitor,8,678,5424,USD,C0055
2557,2023-03-12,West,Headphones,8,1092,8736,EUR,C0009
2558,2023-04-09,Central,Smartwatch,1,450,450,INR,C0830
2559,2023-05-04,East,Laptop,4,1069,4276,EUR,C0050
2560,2023-11-25,East,Phone,8,721,5768,GBP,C0443
2561,2023-10-11,South,Laptop,9,1198,10782,JPY,C0894
2562,2023-09-26,South,Headphones,1,1096,1096,USD,C0264
2563,2023-02-17,North,Monitor,4,1844,7376,AUD,C0952
2564,2023-07-31,North,Headphones,7,447,3129,AUD,C0418
2565,2023-01-21,North,Monitor,10,1170,11700,AUD,C0004
2566,2023-07-23,North,Headphones,9,706,6354,EUR,C0007
2567,2023-11-22,Central,Smartwatch,1,1683,1683,AUD,C0547
2568,2023-01-11,East,Tablet,8,1128,9024,AUD,C0734
2569,2023-02-25,Central,Phone,2,982,1964,GBP,C0106
2570,2023-04-25,West,Monitor,1,1998,1998,INR,C0796
2571,2023-01-17,East,Monitor,5,925,4625,EUR,C0190
2572,2023-11-12,East,Smartwatch,7,1637,11459,AUD,C0118
2573,2023-10-02,South,Smartwatch,6,1322,7932,AUD,C0341
2574,2023-03-16,South,Tablet,2,1686,3372,USD,C0580
2575,2023-04-07,West,Laptop,5,1824,9120,JPY,C0078
2576,2023-01-10,North,Laptop,7,623,4361,INR,C0770
2577,2023-09-03,West,Tablet,7,1509,10563,AUD,C0722
2578,2023-10-24,South,Laptop,1,433,433,AUD,C0887
2579,2023-07-10,South,Headphones,8,1598,12784,AUD,C0400
2580,2023-03-20,North,Smartwatch,7,1241,8687,EUR,C0747
2581,2023-03-16,Central,Monitor,9,727,6543,EUR,C0929
2582,2023-06-23,East,Tablet,7,629,4403,GBP,C0065
2583,2023-05-13,West,Smartwatch,10,535,5350,EUR,C0741
2584,2023-12-21,South,Monitor,8,530,4240,JPY,C0305
2585,2023-02-15,West,Monitor,9,1532,13788,INR,C0994
2586,2023-08-18,West,Phone,9,415,3735,EUR,C0688
2587,2023-01-14,South,Tablet,6,1760,10560,EUR,C0646
2588,2023-10-18,North,Smartwatch,6,501,3006,JPY,C0439
2589,2023-05-31,South,Monitor,4,356,1424,AUD,C0474
2590,2023-07-18,South,Smartwatch,4,1468,5872,AUD,C0437
2591,2023-11-21,East,Monitor,9,1391,12519,USD,C0848
2592,2023-10-22,West,Monitor,2,994,1988,INR,C0725
2593,2023-10-24,South,Smartwatch,4,1343,5372,EUR,C0465
2594,2023-10-14,Central,Laptop,3,1408,4224,EUR,C0599
2595,2024-01-01,South,Tablet,9,1544,13896,JPY,C0491
2596,2023-06-03,North,Monitor,5,868,4340,USD,C0868
2597,2023-11-05,Central,Phone,8,763,6104,INR,C0022
2598,2023-07-03,West,Headphones,1,1670,1670,AUD,C0049
2599,2023-10-27,North,Laptop,7,1377,9639,GBP,C0578
2600,2023-01-20,South,Phone,8,1811,14488,JPY,C0293
2601,2023-11-07,North,Phone,2,624,1248,INR,C0748
2602,2023-08-19,South,Tablet,9,1344,12096,EUR,C0267
2603,2023-08-04,Central,Monitor,5,1201,6005,USD,C0528
2604,2023-03-24,Central,Smartwatch,2,1614,3228,INR,C0058
2605,2023-10-13,Central,Headphones,8,1932,15456,AUD,C0770
2606,2023-09-08,West,Phone,1,1248,1248,EUR,C0421
2607,2023-09-24,South,Smartwatch,4,151,604,JPY,C0643
2608,2023-03-15,West,Phone,3,1089,3267,AUD,C0843
2609,2023-09-20,East,Laptop,10,1758,17580,EUR,C0083
2610,2023-10-30,North,Monitor,10,1945,19450,USD,C0207
2611,2023-03-07,East,Headphones,4,788,3152,AUD,C0739
2612,2023-12-02,West,Smartwatch,9,1504,13536,GBP,C0446
2613,2023-12-08,North,Phone,7,819,5733,USD,C0201
2614,2023-12-19,East,Tablet,10,1104,11040,EUR,C0751
2615,2023-12-12,East,Phone,5,971,4855,USD,C0437
2616,2023-04-21,Central,Laptop,1,359,359,JPY,C0886
2617,2023-04-23,East,Smartwatch,3,548,1644,USD,C0838
2618,2023-12-24,West,Smartwatch,5,729,3645,EUR,C0600
2619,2023-01-19,Central,Tablet,5,1273,6365,AUD,C0271
2620,2023-01-08,East,Phone,3,770,2310,AUD,C0240
2621,2023-05-22,West,Laptop,6,1729,10374,INR,C0405
2622,2023-09-11,North,Laptop,7,1014,7098,GBP,C0759
2623,2023-02-18,East,Tablet,5,1039,5195,USD,C0822
2624,2023-01-14,South,Smartwatch,9,578,5202,GBP,C0755
2625,2023-10-04,West,Phone,9,1990,17910,AUD,C0764
2626,2023-12-07,North,Phone,10,1137,11370,USD,C0562
2627,2023-07-29,Central,Laptop,1,1934,1934,GBP,C0756
2628,2023-01-21,South,Tablet,10,1273,12730,USD,C0030
2629,2023-04-19,West,Monitor,8,163,1304,EUR,C0229
2630,2023-06-28,South,Monitor,5,1521,7605,GBP,C0229
2631,2023-10-25,South,Headphones,3,893,2679,EUR,C0736
2632,2023-01-05,North,Laptop,6,1049,6294,INR,C0451
2633,2023-01-26,South,Laptop,5,649,3245,JPY,C0669
2634,2023-12-18,West,Monitor,4,146,584,USD,C0841
2635,2023-05-16,Central,Laptop,1,1708,1708,INR,C0532
2636,2023-11-21,North,Headphones,6,969,5814,GBP,C0914
2637,2023-05-12,North,Headphones,10,1702,17020,GBP,C0401
2638,2023-07-20,West,Smartwatch,5,632,3160,JPY,C0199
2639,2023-02-20,North,Laptop,9,1817,16353,EUR,C0308
2640,2023-09-29,West,Monitor,6,484,2904,USD,C0824
2641,2023-08-14,East,Monitor,1,1282,1282,EUR,C0391
2642,2023-06-20,North,Smartwatch,2,1247,2494,AUD,C0706
2643,2023-01-20,East,Phone,4,1241,4964,INR,C0908
2644,2023-09-28,Central,Phone,9,1637,14733,USD,C0246
2645,2023-04-23,Central,Monitor,8,1421,11368,INR,C0125
2646,2023-10-08,North,Phone,10,1505,15050,GBP,C0636
2647,2023-05-09,West,Smartwatch,2,603,1206,AUD,C0588
2648,2023-02-23,North,Laptop,8,322,2576,EUR,C0231
2649,2023-01-12,Central,Tablet,3,1916,5748,AUD,C0401
2650,2023-11-28,West,Tablet,8,1682,13456,USD,C0289
2651,2023-04-25,Central,Monitor,6,1534,9204,EUR,C0032
2652,2023-01-10,North,Laptop,2,679,1358,JPY,C0373
2653,2023-02-06,Central,Laptop,2,276,552,GBP,C0406
2654,2023-03-12,East,Headphones,10,1122,11220,USD,C0268
2655,2023-08-06,South,Smartwatch,7,316,2212,JPY,C0498
2656,2023-04-08,South,Monitor,2,616,1232,JPY,C0591
2657,2023-09-23,North,Monitor,5,879,4395,GBP,C0077
2658,2023-03-27,South,Smartwatch,7,646,4522,USD,C0587
2659,2023-09-14,West,Smartwatch,8,678,5424,EUR,C0337
2660,2023-02-06,North,Laptop,9,1847,16623,JPY,C0950
2661,2023-02-18,South,Headphones,4,361,1444,INR,C0950
2662,2023-05-14,East,Monitor,5,1956,9780,GBP,C0186
2663,2023-01-01,Central,Smartwatch,2,1625,3250,AUD,C0567
2664,2023-05-29,North,Tablet,3,1943,5829,USD,C0221
2665,2023-01-25,South,Smartwatch,8,595,4760,INR,C0331
2666,2023-11-11,Central,Headphones,7,1875,13125,EUR,C0608
2667,2023-04-30,East,Headphones,7,173,1211,GBP,C0102
2668,2023-07-07,Central,Tablet,10,1738,17380,AUD,C0171
2669,2023-12-28,Central,Headphones,1,308,308,EUR,C0453
2670,2023-08-11,South,Headphones,5,1394,6970,EUR,C0755
2671,2023-08-29,East,Headphones,2,1445,2890,GBP,C0806
2672,2023-09-08,North,Headphones,9,1054,9486,JPY,C0706
2673,2023-07-28,South,Tablet,8,1560,12480,AUD,C0207
2674,2023-01-03,West,Headphones,9,1909,17181,GBP,C0800
2675,2023-01-29,East,Laptop,5,244,1220,JPY,C0608
2676,2023-11-12,South,Tablet,5,1276,6380,AUD,C0570
2677,2023-12-22,East,Laptop,8,621,4968,GBP,C0871
2678,2023-10-19,West,Phone,1,1203,1203,INR,C0186
2679,2023-10-03,East,Smartwatch,5,1602,8010,EUR,C0038
2680,2023-06-25,West,Phone,4,395,1580,INR,C0238
2681,2023-06-07,West,Tablet,4,736,2944,GBP,C0091
2682,2023-09-20,West,Smartwatch,1,179,179,EUR,C0097
2683,2023-06-16,East,Laptop,4,1050,4200,GBP,C0233
2684,2023-06-29,West,Headphones,9,1646,14814,JPY,C0354
2685,2023-11-19,East,Headphones,9,853,7677,EUR,C0093
2686,2023-11-16,East,Headphones,10,648,6480,EUR,C0296
2687,2023-12-13,South,Laptop,7,1216,8512,EUR,C0457
2688,2023-06-25,South,Monitor,6,1549,9294,JPY,C0381
2689,2023-09-21,Central,Tablet,8,1941,15528,AUD,C0879
2690,2023-05-13,West,Tablet,8,733,5864,JPY,C0948
2691,2023-03-06,Central,Monitor,9,1889,17001,GBP,C0573
2692,2023-10-30,South,Phone,4,800,3200,GBP,C0939
2693,2023-04-01,Central,Tablet,10,1224,12240,USD,C0671
2694,2023-06-06,Central,Smartwatch,3,244,732,AUD,C0488
2695,2023-12-20,East,Phone,2,1175,2350,JPY,C0794
2696,2023-06-30,North,Tablet,4,1241,4964,EUR,C0247
2697,2023-01-13,Central,Monitor,8,1331,10648,USD,C0772
2698,2023-01-25,South,Smartwatch,6,447,2682,EUR,C0425
2699,2023-07-15,West,Tablet,9,871,7839,JPY,C0503
2700,2023-09-01,West,Phone,5,820,4100,JPY,C0830
2701,2023-08-21,Central,Monitor,2,559,1118,EUR,C0538
2702,2023-10-09,East,Monitor,2,413,826,GBP,C0628
2703,2023-05-04,South,Phone,8,917,7336,JPY,C0877
2704,2023-09-11,North,Laptop,8,1225,9800,GBP,C0202
2705,2023-04-08,North,Headphones,5,1765,8825,USD,C0860
2706,2023-05-29,West,Headphones,4,456,1824,GBP,C0986
2707,2023-08-20,East,Tablet,1,473,473,GBP,C0380
2708,2023-11-06,South,Laptop,8,921,7368,GBP,C0188
2709,2023-02-22,East,Headphones,3,255,765,JPY,C0197
2710,2023-02-22,North,Laptop,1,1909,1909,USD,C0442
2711,2023-10-04,West,Smartwatch,6,730,4380,INR,C0122
2712,2023-05-12,East,Monitor,8,1025,8200,AUD,C0498
2713,2023-09-17,Central,Tablet,1,1938,1938,USD,C0014
2714,2023-11-27,Central,Smartwatch,7,1152,8064,INR,C0596
2715,2023-02-28,West,Tablet,6,1065,6390,USD,C0752
2716,2023-01-30,Central,Phone,8,470,3760,JPY,C0674
2717,2023-01-09,West,Phone,1,197,197,JPY,C0742
2718,2023-07-19,Central,Tablet,1,286,286,EUR,C0524
2719,2023-05-09,North,Phone,8,234,1872,USD,C0834
2720,2023-08-03,West,Headphones,2,1290,2580,EUR,C0033
2721,2023-09-14,South,Headphones,4,409,1636,USD,C0663
2722,2023-07-05,Central,Laptop,1,1706,1706,USD,C0356
2723,2023-08-30,North,Headphones,4,220,880,INR,C0655
2724,2023-02-20,West,Laptop,1,1152,1152,AUD,C0923
2725,2023-05-22,West,Tablet,7,607,4249,GBP,C0509
2726,2023-06-14,North,Headphones,6,1489,8934,AUD,C0285
2727,2023-09-29,East,Laptop,4,349,1396,AUD,C0093
2728,2023-01-18,West,Monitor,9,900,8100,INR,C0213
2729,2023-12-08,South,Smartwatch,3,286,858,AUD,C0560
2730,2023-11-01,Central,Smartwatch,7,1485,10395,AUD,C0817
2731,2023-03-02,South,Phone,9,1743,15687,JPY,C0771
2732,2023-01-25,Central,Smartwatch,5,1343,6715,AUD,C0074
2733,2023-07-05,West,Tablet,1,476,476,EUR,C0631
2734,2023-03-21,South,Headphones,10,131,1310,AUD,C0517
2735,2023-11-03,South,Smartwatch,8,203,1624,GBP,C0706
2736,2023-01-09,Central,Phone,2,1637,3274,AUD,C0464
2737,2023-12-18,Central,Laptop,2,1601,3202,USD,C0271
2738,2023-08-01,South,Monitor,4,1533,6132,INR,C0027
2739,2023-08-26,North,Monitor,1,1431,1431,EUR,C0641
2740,2023-07-16,Central,Phone,5,543,2715,JPY,C0003
2741,2023-04-07,West,Headphones,8,1406,11248,EUR,C0165
2742,2023-02-25,East,Smartwatch,2,1174,2348,EUR,C0814
2743,2023-07-24,East,Smartwatch,1,1632,1632,JPY,C0564
2744,2023-02-09,East,Smartwatch,6,568,3408,EUR,C0053
2745,2023-03-31,West,Tablet,3,1232,3696,USD,C0169
2746,2023-03-28,North,Headphones,3,1065,3195,JPY,C0977
2747,2023-06-12,South,Monitor,4,1273,5092,JPY,C0195
2748,2023-07-23,North,Headphones,6,1416,8496,GBP,C0975
2749,2023-08-15,North,Headphones,7,1667,11669,AUD,C0641
2750,2023-02-17,Central,Headphones,3,1973,5919,GBP,C0371
2751,2023-09-07,North,Tablet,3,1762,5286,AUD,C0683
2752,2023-05-27,North,Tablet,3,662,1986,USD,C0891
2753,2023-08-19,Central,Phone,4,102,408,INR,C0056
2754,2023-10-31,South,Tablet,6,1014,6084,JPY,C0144
2755,2023-12-10,North,Phone,6,1850,11100,AUD,C0104
2756,2023-08-02,Central,Headphones,10,1485,14850,GBP,C0986
2757,2023-09-12,Central,Phone,9,1891,17019,AUD,C0070
2758,2023-06-05,West,Phone,6,404,2424,EUR,C0144
2759,2023-06-19,Central,Headphones,9,1988,17892,INR,C0740
2760,2023-11-14,West,Tablet,4,217,868,INR,C0300
2761,2023-04-08,North,Headphones,10,945,9450,USD,C0541
2762,2023-07-23,North,Laptop,5,161,805,GBP,C0643
2763,2023-01-07,South,Phone,2,1105,2210,JPY,C0323
2764,2023-05-26,East,Tablet,10,1240,12400,AUD,C0673
2765,2023-11-19,South,Laptop,5,1636,8180,GBP,C0082
2766,2023-01-13,West,Tablet,9,1899,17091,INR,C0683
2767,2023-08-03,Central,Tablet,10,311,3110,AUD,C0560
2768,2023-07-19,West,Tablet,10,100,1000,USD,C0807
2769,2023-06-20,Central,Phone,9,1334,12006,USD,C0916
2770,2023-04-23,East,Monitor,4,1309,5236,JPY,C0407
2771,2023-05-06,East,Phone,10,1852,18520,EUR,C0617
2772,2023-10-16,Central,Tablet,5,1763,8815,USD,C0785
2773,2023-01-23,South,Monitor,10,641,6410,EUR,C0031
2774,2023-03-01,West,Monitor,1,342,342,JPY,C0974
2775,2023-03-24,South,Monitor,8,1131,9048,AUD,C0851
2776,2023-05-27,East,Tablet,1,1012,1012,USD,C0630
2777,2023-03-29,North,Tablet,6,881,5286,EUR,C0530
2778,2023-07-01,North,Smartwatch,1,1981,1981,USD,C0733
2779,2023-01-27,South,Laptop,7,1565,10955,EUR,C0592
2780,2023-04-06,North,Headphones,2,1953,3906,EUR,C0847
2781,2023-06-12,East,Smartwatch,6,369,2214,USD,C0948
2782,2023-10-09,North,Headphones,3,1993,5979,EUR,C0792
2783,2023-04-12,Central,Monitor,7,1445,10115,JPY,C0658
2784,2023-02-11,South,Tablet,6,1391,8346,EUR,C0562
2785,2023-02-14,East,Smartwatch,8,1371,10968,EUR,C0258
2786,2023-10-14,North,Headphones,1,159,159,USD,C0276
2787,2023-08-29,West,Headphones,10,385,3850,JPY,C0226
2788,2023-07-06,North,Smartwatch,5,1433,7165,GBP,C0152
2789,2023-04-14,North,Headphones,9,1489,13401,GBP,C0420
2790,2023-11-19,East,Laptop,5,1541,7705,JPY,C0696
2791,2023-04-15,East,Phone,5,634,3170,AUD,C0575
2792,2023-10-03,South,Phone,9,604,5436,AUD,C0913
2793,2023-12-03,South,Laptop,2,1838,3676,GBP,C0515
2794,2023-06-28,North,Monitor,10,431,4310,JPY,C0426
2795,2023-07-20,East,Headphones,5,1187,5935,JPY,C0262
2796,2023-08-10,West,Phone,9,1059,9531,AUD,C0111
2797,2023-04-30,West,Tablet,3,1834,5502,JPY,C0261
2798,2023-04-03,North,Headphones,1,1068,1068,EUR,C0980
2799,2023-09-27,South,Monitor,1,1559,1559,USD,C0597
2800,2023-10-02,South,Laptop,2,1917,3834,INR,C0100
2801,2023-07-09,South,Headphones,7,895,6265,USD,C0860
2802,2023-07-22,Central,Headphones,2,1434,2868,EUR,C0642
2803,2023-01-27,Central,Phone,9,1513,13617,USD,C0096
2804,2023-11-10,Central,Phone,5,278,1390,EUR,C0029
2805,2023-03-22,Central,Monitor,10,1637,16370,AUD,C0027
2806,2023-06-02,Central,Laptop,6,826,4956,USD,C0032
2807,2023-01-25,North,Tablet,6,875,5250,INR,C0975
2808,2023-06-25,South,Smartwatch,4,846,3384,AUD,C0949
2809,2023-07-08,South,Smartwatch,2,1261,2522,EUR,C0982
2810,2023-03-28,East,Tablet,4,165,660,AUD,C0406
2811,2023-04-25,South,Phone,1,1123,1123,AUD,C0799
2812,2023-11-25,East,Headphones,6,153,918,EUR,C0512
2813,2023-08-21,East,Smartwatch,1,160,160,EUR,C0474
2814,2023-01-21,South,Tablet,3,518,1554,AUD,C0792
2815,2023-04-15,Central,Tablet,9,786,7074,EUR,C0062
2816,2023-07-31,East,Phone,5,798,3990,USD,C0808
2817,2023-05-16,Central,Phone,7,1712,11984,AUD,C0640
2818,2023-04-12,North,Tablet,10,330,3300,JPY,C0328
2819,2023-10-14,North,Smartwatch,3,1485,4455,AUD,C0087
2820,2023-01-13,North,Phone,10,229,2290,USD,C0971
2821,2023-12-01,South,Phone,7,857,5999,AUD,C0523
2822,2023-08-06,West,Headphones,8,156,1248,GBP,C0093
2823,2023-10-25,Central,Smartwatch,6,1609,9654,AUD,C0848
2824,2023-11-22,West,Monitor,5,1118,5590,JPY,C0751
2825,2023-04-16,East,Laptop,1,1818,1818,GBP,C0356
2826,2023-03-11,East,Headphones,6,218,1308,USD,C0376
2827,2023-07-08,Central,Headphones,8,398,3184,USD,C0218
2828,2023-02-17,South,Phone,2,474,948,USD,C0930
2829,2023-12-16,South,Smartwatch,9,678,6102,USD,C0263
2830,2023-05-17,West,Laptop,8,1177,9416,JPY,C0067
2831,2023-09-18,West,Tablet,2,1744,3488,GBP,C0773
2832,2023-05-15,South,Monitor,10,1042,10420,INR,C0043
2833,2023-01-14,Central,Headphones,6,636,3816,INR,C0988
2834,2023-12-19,West,Smartwatch,8,880,7040,USD,C0659
2835,2023-12-23,West,Tablet,6,638,3828,USD,C0429
2836,2023-01-17,West,Tablet,2,544,1088,JPY,C0993
2837,2023-03-21,Central,Tablet,6,1267,7602,USD,C0599
2838,2023-01-11,East,Headphones,10,1263,12630,JPY,C0853
2839,2023-03-24,North,Tablet,5,384,1920,USD,C0909
2840,2023-06-18,South,Laptop,2,1999,3998,USD,C0782
2841,2023-08-19,South,Monitor,8,1384,11072,GBP,C0579
2842,2023-01-02,North,Tablet,3,463,1389,USD,C0211
2843,2023-12-15,East,Tablet,3,516,1548,EUR,C0847
2844,2023-03-24,West,Smartwatch,5,1038,5190,USD,C0422
2845,2023-05-16,Central,Tablet,1,604,604,INR,C0555
2846,2023-10-07,South,Laptop,1,1647,1647,JPY,C0990
2847,2023-03-03,Central,Phone,9,1626,14634,JPY,C0094
2848,2023-08-11,South,Smartwatch,5,967,4835,GBP,C0009
2849,2023-07-23,North,Laptop,9,580,5220,GBP,C0087
2850,2023-09-01,Central,Phone,9,764,6876,JPY,C0315
2851,2023-07-01,North,Smartwatch,7,659,4613,INR,C0658
2852,2023-03-14,Central,Laptop,9,1310,11790,INR,C0113
2853,2023-11-28,South,Laptop,2,485,970,JPY,C0365
2854,2023-03-08,North,Monitor,9,837,7533,USD,C0245
2855,2023-07-08,West,Laptop,10,1234,12340,EUR,C0006
2856,2023-07-08,South,Tablet,9,302,2718,USD,C0205
2857,2023-02-17,North,Headphones,4,1968,7872,EUR,C0966
2858,2023-04-07,Central,Laptop,5,189,945,JPY,C0484
2859,2023-03-24,North,Smartwatch,10,1897,18970,JPY,C0633
2860,2023-09-13,West,Tablet,9,1017,9153,USD,C0992
2861,2023-02-23,South,Laptop,7,246,1722,INR,C0117
